"Date / Time","City","State","Shape","Duration","Summary","Posted"
"1/10/14 06:15","El Paso","TX","Circle","~2 minutes","Single round, reddish yellowish, greenish light in the sky which moved very rapidly and stood still, then moved again then stood still","1/16/14"
"1/10/14 06:00","Placentia","CA","Rectangle","~1 minute","EXTRATERRESTRIAL MULTICOLOR SPACECRAFT OVER GOLF COURSE","1/16/14"
"1/9/14 22:00","Varna (Bulgaria)","","Formation","1","UFO Varna, Bulgaria.","1/10/14"
"1/9/14 21:50","Phoenix","AZ","Sphere","5 minutes","Second time spotting three orange fire orbs flying over Phoenix, Az, in formation.","1/10/14"
"1/9/14 21:20","London (UK/England)","","Changing","","Three points of light in the formation of a triangle moving very swiftly across the sky, it rotated (or appeared to spin) once.","1/10/14"
"1/9/14 19:15","Huntington Beach","CA","","1 minute","Blue/White orb w/ spot light dances in the sky near street intersection Beach Blvd and Atlanta Ave..","1/16/14"
"1/9/14 19:15","Scottsdale","AZ","Light","15 minutes","Three bright, large, orange orbs over Scottsdale.","1/16/14"
"1/9/14 18:44","Bountiful","UT","Diamond","30 seconds","I was watching a very bright light that was heading aprox 350 deg - almost a northern heading- the diamond shaped light vanished. Altit","1/10/14"
"1/9/14 16:50","San Pedro","CA","Sphere","seconds","Approximately at 4:50 pm, siting on my porch I observed a military fighter jet headed north west. Fixated on the speeding jet, I notice","1/10/14"
"1/9/14 16:07","Metairie","LA","Triangle","10 seconds","High flying jet that has no contrails.","1/10/14"
"1/9/14 16:00","Summerville","SC","Sphere","5 minutes","I am submitting a photo that I took of this sighting, orange color with blue like lines running through it like veins. When you are obs","1/10/14"
"1/9/14 11:45","New York City (Queens; Forest Hills)","NY","Triangle","","WHITE PLANE AT STANDSTILL HOVERS OVER 108ST. 67 AVE FOREST HILLS","1/10/14"
"1/9/14 11:20","Fairborn","OH","Fireball","2 minutes","Strange fireball floated into sky and shot up and dissapeard near wpafb in fairborn","1/10/14"
"1/9/14 09:20","Dumont Dune National Park","CA","Other","3 minutes","Glowing sphere with creatures face below it, and blue six sided object in sky on California 127 at Dumont dune national park, 1/9/14 am","1/24/14"
"1/9/14 08:20","Los Angeles","CA","Other","10 minutes","Hovering object that changed colors from green red and white..","1/10/14"
"1/9/14 08:10","Tampa","FL","Unknown","5 minutes","Weird brownish manmade looking object in sky.","1/10/14"
"1/9/14 07:45","North Miami Beach","FL","Other","2 minutes","Red star streaked through the sky coming from the atlantic ocean  which is east towards the west then headed upwards in a nw direction","1/16/14"
"1/9/14 07:25","Oregon City","OR","Circle","5 seconds","White round light or object with a haze hovered for a short moment then moved quickly across sky at an arched angle, then disappeared.","1/10/14"
"1/9/14 02:10","Sanford","FL","Unknown","15 minutes","Loud noise heard.","1/10/14"
"1/8/14 23:00","Encinitas","CA","Changing","20 minutes","3 Lights over Encinitas.","1/24/14"
"1/8/14 21:00","Alta Loma","CA","Circle","5 minutes","3 Bright Orange Lights forming triangle.","1/10/14"
"1/8/14 20:00","Kernesville","NC","Circle","2 minutes","I live in Kernersville, NC. My friend and I saw  7 flame orange  lights in the sky.  They were moving very slowly.","1/10/14"
"1/8/14 18:20","Hailey","ID","Sphere","3-5 minutes","Several orange spheres hovering over Hailey, Idaho.","1/10/14"
"1/8/14 18:00","Clinton","NJ","Cigar","2 minutes","Dark black, cigar shape object, only thing visible were several small lights...could not make out what it was","1/10/14"
"1/8/14 18:00","Doylestown","WI","Light","2 minutes","5 yellow lights flash in sky then disappear with 3 reappearing approx. 4.5 miles later moving NE.","1/16/14"
"1/8/14 18:00","Madison","WI","Formation","2 minutes","3 orange glowing lights hovering moving slowly to the Northeast near Madison/ Deforest WI","1/10/14"
"1/8/14 17:30","Westfield","WI","Light","5 minutes","Bright lights came out of no-where and were extremely loud.","1/10/14"
"1/8/14 17:30","Green Lake","WI","Unknown","1 1/2 hours+","3 fading orange lights and small, white, sparkler lights west/southwest of Green Lake, WI.","1/16/14"
"1/8/14 17:12","Fond du Lac","WI","Formation","1.5 minutes","I was taking the dog out to the backyard. I was standing on the deck which faces due North while waiting for the dog to do his thing.","1/10/14"
"1/8/14 17:00","Rome","WI","Light","5 minutes","White lights appearing, disappearing and reappearing in Adams County, Wisconson","1/10/14"
"1/8/14 15:00","Columbus","OH","Other","30 minutes","Unusual cloud formation I had never seen before low in the sky south of the city of Columbus, Ohio.","1/24/14"
"1/8/14 01:00","Pittsburgh","PA","Formation","Very fast","Crafts zipping across the sky in Pittsburgh, PA.","1/10/14"
"1/7/14 00:00","Mesa","AZ","Unknown","2 minutes","Three lights orange in color and wide spread. lights went out one at a time and then were gone.","1/10/14"
"1/7/14 22:45","Hattiesburg/Columbia (between)","MS","Circle","3-4 seconds","Neon green fast falling orb.","1/10/14"
"1/7/14 22:41","San Rafael","CA","Formation","5 minutes","Seven high altitude flashing lights over San Rafael.","1/10/14"
"1/7/14 21:58","Hampton","VA","Light","2 minutes","Beams of light full length of the sky moving horizontal like a helicopter blade would.","1/10/14"
"1/7/14 21:56","San Tan Valley","AZ","Fireball","10 seconds","4 glowing orbs.","1/16/14"
"1/7/14 21:40","Missoula","MT","Sphere","30-45 seconds","Powerful blue light flying around and changing color.","1/10/14"
"1/7/14 20:00","Princeton","WV","Cylinder","1 hour","UFO? over Princeton/Oakvale, WV.","1/10/14"
"1/7/14 20:00","San Tan Valley","AZ","Light","10 seconds","Three bright orange lites in succession in semi-circle repeate in southerly direction.","1/10/14"
"1/7/14 19:55","San Tan Valley","AZ","Sphere","2 minutes","Orange glowing balls.  Flicker on and off. Huge in size. Moved great distance in seconds.","1/10/14"
"1/7/14 19:08","Tucson","AZ","Unknown","1 minute","4 Orange Lights Illuminating In Succession.","1/10/14"
"1/7/14 19:00","Mayville","WI","Light","15 seconds","Row of 4 orange lights both moving and stationary.","1/10/14"
"1/7/14 16:30","Monticello","AR","","several minutes","We saw some very unusual events in the sky that possibly involved normal aircraft and un-normal aircraft.","1/10/14"
"1/7/14 12:15","Busan (South Korea)","","Disk","~1-2 minutes","A saucer spotted by an accidental photo.","1/10/14"
"1/7/14 07:10","Savannah","GA","Light","5-7 seconds","Light trail Near Crossroads Parkway and Jimmy DeLoach in Savannah, GA.","1/10/14"
"1/6/14 23:52","Hartford","SD","Other","7 minutes","Orange glowing planet sized object on horizon.","1/10/14"
"1/6/14 22:30","San Francisco","CA","Changing","5 minutes","Bright orange ball over San Francisco changed shape and repeated.","1/10/14"
"1/6/14 22:20","San Rafael","CA","Formation","10","No idea what the bright blinking lights were!?","1/10/14"
"1/6/14 22:18","San Rafael","CA","Light","0:03 minutes","8 bright, star-like objects in formation in the night sky.","1/10/14"
"1/6/14 22:15","Danville","VA","Unknown","15-20 minutes","White Lights no sound.","1/10/14"
"1/6/14 22:00","Morgan Hill","CA","Light","30 seconds","1/6/14, 22:00, Morgan Hill, CA, sky lit up in a huge brilliant green light from the ground up, behind possibly several miles of hills.","1/10/14"
"1/6/14 20:30","Cape Coral","FL","Light","3 minutes","Two lights moving rapidly in two circular patterns that intersected.","1/10/14"
"1/6/14 19:00","San Diego","CA","Light","20 seconds","White round light, high in northwest sky. Brighter than Jupiter. Slowly shrank to the size of satellite, then moved to the northwest.","1/10/14"
"1/6/14 19:00","Lewisburg","WV","Triangle","20 minutes","((NUFORC Note:  Witness provides no information.  PD))","1/10/14"
"1/6/14 19:00","Georgetown","KY","Circle","30 seconds","Two orange lights moving due south to due north combining as one then disappearing with no sound.","2/21/14"
"1/6/14 16:30","Glenmoore","PA","Formation","1 minute","Orange lights that flew in formation.","1/24/14"
"1/6/14 16:00","Lansdale","PA","Sphere","5 minutes","Silver sphere following plane two occasions in 5 minutes, broad daylight, obviously a structure of sort","1/10/14"
"1/6/14 15:45","Chalfont","PA","Disk","1 minute","Disk seen following fighter jet and intercepted by second fighter jet.","2/7/14"
"1/6/14 14:00","Clinchport","VA","Cylinder","30 seconds","Day time solid white cylinder craft 1300 ft away hovering over mountain top next to VA interstate 23.","1/10/14"
"1/6/14 09:00","Morris","IL","Disk","4 minutes","Have photos, clear day!!!","1/24/14"
"1/6/14 09:00","Morris","IL","Disk","4 minutes","Have photos, clear day!!!","1/24/14"
"1/6/14 07:40","Chesapeake","VA","Disk","90 seconds","A large white disk shaped object hovering or floating  in sky  on a clear morning and then it vanished.","1/30/14"
"1/6/14 03:45","Jackson","MI","Unknown","40 minutes","Object originally thought to be airplane skipped half of the sky while surrounded my columns of light.","1/16/14"
"1/6/14 00:00","Bremen (Germany)","","","3 hours","Invisible UFO spotted for three hours on radar by air control at Bremen Airport in Germany.","1/10/14"
"1/6/14 00:00","Evansville","IN","Other","city","Round pattern of white lights.","1/24/14"
"1/5/14 22:30","Santa Rosa","CA","","10 minutes","My son was walking our dog when he came in yelling at us to come out. There were two bright orange to red lights heading south in the s","1/10/14"
"1/5/14 19:00","Salt Lake City","UT","Light","4 minutes","Red light not flashing moving slow and hovering then disappeared.","1/10/14"
"1/5/14 18:45","East Providence","RI","Light","10 minutes","Orange lights formation speed fast low multiple ufo.","1/10/14"
"1/5/14 16:00","Corona","CA","Other","5 minutes","Flock of ""birds with headlights"" glide over valley in Southern California.","1/16/14"
"1/5/14 12:00","Spokane","WA","Sphere","15 minutes","Shiny spherical object traveling across sky SE-NW direction, hovers for 10 mins in NW, then leaves in N-S direction.","1/24/14"
"1/5/14 05:30","Lodi","CA","Rectangle","12 seconds","Heard an aircraft heading northbound, but, noticed it was moving slow and low over the houses and did not sound like a helicopter or an","1/10/14"
"1/5/14 04:57","Pleasanton","CA","Oval","5 seconds","Yellowish oval like object descend from sky and land.","1/10/14"
"1/5/14 03:50","Columbia","MO","Light","25 seconds","MISSOURI INVESTIGATORS GROUP REPORT:  Director witnesses strange, bright white light pass overhead.","1/16/14"
"1/5/14 02:22","Mansfield","OH","Oval","3 minutes","Very bright, reflective, gold, oval object low in the night sky.","1/10/14"
"1/4/14 23:56","Tuscaloosa","AL","Sphere","Few seconds","Black orb spotted over Interstate 20/59.","1/10/14"
"1/4/14 23:30","Clermont","FL","Triangle","15 seconds","Very low slow triangular craft with bright white lights.","1/10/14"
"1/4/14 23:21","Abuja (Nigeria)","","Triangle","5-10 minutes","Triangular black, and silent object.","1/10/14"
"1/4/14 23:00","Scottsdale","AZ","Chevron","2 minutes","Orange glowing light over Scottsdale, AZ.","1/10/14"
"1/4/14 23:00","Fort Myers","FL","Unknown","15 minutes","Red orbs launch one after another.","1/10/14"
"1/4/14 22:30","New York City (Queens; Flushing)","NY","Oval","2 minutes","Orange stingray-shaped object, followed by 2 orange globes","1/10/14"
"1/4/14 22:08","Phoenix","AZ","Other","2 minutes","Large, bright red ill defined light flying over then disappearing straight up.","1/10/14"
"1/4/14 21:34","Lynn","MA","Circle","30 seconds","Three bright lights dove straight down only to disappear.","1/10/14"
"1/4/14 21:15","Tacoma (Port of)","WA","Other","30 minutes","Strange crafts hovered formation lights not like aircraft or drones vedeo shows same.","1/10/14"
"1/4/14 21:00","Portland","OR","Light","90 seconds","Slow moving red orb, multidirectional.","1/10/14"
"1/4/14 21:00","Long Beach","CA","Light","7:00 minutes","LONG BEACH, CA.. interacted with a UFO while stargazing and using a Green high output laser beam.","1/10/14"
"1/4/14 21:00","Blue Hill","ME","Fireball","60 seconds","Appeared to be a green fireball with a tail shooting from the east towards the southwest into Blue Hill Bay.","1/10/14"
"1/4/14 20:35","Berea","OH","Fireball","4 seconds","Red fire in the sky 1 or 2.","1/10/14"
"1/4/14 20:00","Guatamala City (Guatamala)","","Light","30 minutes","Some people saw a blue light falling and crashing on the ground, later on three small lights floated over the ground.","1/10/14"
"1/4/14 18:30","Marshall","TX","Sphere","10 seconds","5 distinct blue spheres flashed across the sky, pausing and chaning direction slighly.","1/10/14"
"1/4/14 18:30","Oregon City","OR","Unknown","10-15 minutes","Saw what appeared to be a star, but had some red and blue colors too, and moves zig zag, & up, and down.","1/10/14"
"1/4/14 18:20","Coventry (UK/England)","","Oval","10 minutes","Amazing.","4/4/14"
"1/4/14 18:10","Campbell","OH","Triangle","5-10 minutes","I was outside smokeing and looked up and seen 4 lights in the sky that were moving/huvering in the sky, the 1 was on the left of the ot","1/10/14"
"1/4/14 18:00","Marrero","LA","Light","30-45 minutes","Two Blue Lights/ Unidentified Flying Objects seen in the sky over Marrero, LA.","1/10/14"
"1/4/14 18:00","Norfolk","VA","Circle","30 minutes","~50 bright tiny light steadily moving to same direction NE to SW.","1/10/14"
"1/4/14 17:00","Crossville","TN","Light","5 minutes","The first one I seen, seemed to be a plane at first and I noticed it was traveling downward very quickly with a red stream of light, I","1/10/14"
"1/4/14 16:35","Ashburn","VA","Sphere","2 minutes","Highly reflective sphere hovers near chemtrail, shrinks away rapidly, section of chemtrail evaporates.","1/10/14"
"1/4/14 16:22","Prineville","OR","Oval","seconds?","Took photos with new camera (FujiFilm HS50EXR)at close to full zoom (approx 800mm).  ((NUFORC Note:  Mourning dove in flight?  PD))","1/16/14"
"1/4/14 11:00","New York City (Brooklyn)","NY","Light","20 seconds","I was standing on my balcony smoking a cigarette and all of a sudden I saw a white object come out of the clouds. It glided from the di","1/10/14"
